gk,peng,daerah_PERDESAAN,daerah_PERDESAANPERKOTAAN,daerah_PERKOTAAN,selisih_upah_ump,Cluster
11.82360358971627,13.359591276991809,0,0,1,-5.275252463987343,0
11.45597408852009,12.784023595748312,1,0,0,-5.128743782576505,1
11.480402273264668,12.784023595748312,1,0,0,-5.128743782576505,1
11.52115153786744,12.784023595748312,1,0,0,-5.275252463987343,1
11.559608649110599,12.784023595748312,1,0,0,-5.275252463987343,1
11.556913641840945,12.831567127598603,0,1,0,-5.128743782576505,2
11.58592496585375,12.831567127598603,0,1,0,-5.128743782576505,2
11.620307935099689,12.962546675950444,0,1,0,-5.275252463987343,2
11.651216761257963,12.962546675950444,0,1,0,-5.275252463987343,2
11.831946307977686,13.369848260104696,0,0,1,-5.265805625769955,0
11.851409961352367,13.369848260104696,0,0,1,-5.265805625769955,0
11.873574501730932,13.46514708330601,0,0,1,-5.164006506839904,0
11.878838605066278,13.46514708330601,0,0,1,-5.164006506839904,0
11.580060611955066,12.784023595748312,1,0,0,-5.265805625769955,1
11.610496722973172,12.784023595748312,1,0,0,-5.265805625769955,1
11.66367895229652,12.844430955604786,1,0,0,-5.164006506839904,1
11.668629223859892,12.844430955604786,1,0,0,-5.164006506839904,1
11.66858643231036,12.98110852118766,0,1,0,-5.265805625769955,2
11.695530314966208,12.98110852118766,0,1,0,-5.265805625769955,2
11.736820733674111,13.090949074786177,0,1,0,-5.164006506839904,2
11.74318761880443,13.090949074786177,0,1,0,-5.164006506839904,2
11.903141562315653,13.492672354077186,0,0,1,-5.224472301491035,0
11.925994919938327,13.492672354077186,0,0,1,-5.224472301491035,0
11.969514519794103,13.482007907753573,0,0,1,-5.240599388730313,0
12.01344011285845,13.482007907753573,0,0,1,-5.240599388730313,0
11.712751258148401,12.844430955604786,1,0,0,-5.224472301491035,1
11.74612231213356,12.844430955604786,1,0,0,-5.224472301491035,1
11.78797052567174,12.91420941870688,1,0,0,-5.240599388730313,1
11.854840008195728,12.91420941870688,1,0,0,-5.240599388730313,1
11.78058338559108,13.110752228155484,0,1,0,-5.224472301491035,2
11.810389537276627,13.110752228155484,0,1,0,-5.224472301491035,2
11.853467978193942,13.145399985429377,0,1,0,-5.240599388730313,2
11.911963295644801,13.145399985429377,0,1,0,-5.240599388730313,2
12.924924121878375,13.811804699746185,0,0,1,-5.13128809999354,0
12.94878350054713,13.811804699746185,0,0,1,-5.13128809999354,0
12.966810715258978,13.918380274155025,0,0,1,-5.046337542299881,0
13.00692783423014,13.918380274155025,0,0,1,-5.046337542299881,0
12.853484740412329,13.3928789449342,1,0,0,-5.13128809999354,1
12.88517161036406,13.3928789449342,1,0,0,-5.13128809999354,1
12.909135502877495,13.437292358428781,1,0,0,-5.046337542299881,1
12.938024587362795,13.437292358428781,1,0,0,-5.046337542299881,1
12.874289122658373,13.53064983509346,0,1,0,-5.13128809999354,2
12.90364253149436,13.53064983509346,0,1,0,-5.13128809999354,2
12.926243865133971,13.602434904849346,0,1,0,-5.046337542299881,2
12.959293708041898,13.602434904849346,0,1,0,-5.046337542299881,2
13.034650663626447,13.986828462690326,0,0,1,-5.128743782576505,0
13.081276764542395,13.986828462690326,0,0,1,-5.128743782576505,0
13.094661190585244,14.055548983744181,0,0,1,-5.275252463987343,0
13.115848199650985,14.055548983744181,0,0,1,-5.275252463987343,0
12.961562970400518,13.568530152793716,1,0,0,-5.128743782576505,1
13.001031552236698,13.568530152793716,1,0,0,-5.128743782576505,1
13.027483305090515,13.63866120133478,1,0,0,-5.275252463987343,1
13.054604743932181,13.63866120133478,1,0,0,-5.275252463987343,1
12.98414674042952,13.713472295285232,0,1,0,-5.128743782576505,2
13.026127769523503,13.713472295285232,0,1,0,-5.128743782576505,2
13.048990212136966,13.78897970684826,0,1,0,-5.275252463987343,2
13.074571314965604,13.78897970684826,0,1,0,-5.275252463987343,2
13.125594152824455,14.06223078236675,0,0,1,-5.265805625769955,0
13.157539383284805,14.06223078236675,0,0,1,-5.265805625769955,0
13.20200969883491,14.122740813579366,0,0,1,-5.164006506839904,0
13.206127153308282,14.122740813579366,0,0,1,-5.164006506839904,0
13.080645148052257,13.65964591013268,1,0,0,-5.265805625769955,1
13.117583974231003,13.65964591013268,1,0,0,-5.265805625769955,1
13.147810826984784,13.759598191014767,1,0,0,-5.164006506839904,1
13.151269539538175,13.759598191014767,1,0,0,-5.164006506839904,1
13.095887976590996,13.808922906960575,0,1,0,-5.265805625769955,2
13.13115462093366,13.808922906960575,0,1,0,-5.265805625769955,2
13.165664217047821,13.892630845679252,0,1,0,-5.164006506839904,2
13.169645738743515,13.892630845679252,0,1,0,-5.164006506839904,2
13.24595528661685,14.192914268826904,0,0,1,-5.224472301491035,0
13.266067105940044,14.192914268826904,0,0,1,-5.224472301491035,0
13.267756478480948,14.188853220503699,0,0,1,-5.240599388730313,0
13.267756478480948,14.188853220503699,0,0,1,-5.240599388730313,0
13.178811761454998,13.791846765956464,1,0,0,-5.224472301491035,1
13.201176406255746,13.791846765956464,1,0,0,-5.224472301491035,1
13.245930541579112,13.854353315085788,1,0,0,-5.240599388730313,1
13.267756478480948,13.854353315085788,1,0,0,-5.240599388730313,1
13.201377864332354,13.94462470892588,0,1,0,-5.224472301491035,2
13.223004775522178,13.94462470892588,0,1,0,-5.224472301491035,2
13.267756478480948,13.981137701954749,0,1,0,-5.240599388730313,2
13.267756478480948,13.981137701954749,0,1,0,-5.240599388730313,2
12.474870019260404,12.938618408039193,0,0,1,-4.974942118671622,0
12.518222915149167,12.938618408039193,0,0,1,-4.974942118671622,0
12.57797062879439,13.108552444005804,0,0,1,-5.047069415469705,0
12.618275007291004,13.108552444005804,0,0,1,-5.047069415469705,0
12.491792794668415,12.931415924306435,1,0,0,-4.974942118671622,1
12.559019147459303,12.931415924306435,1,0,0,-4.974942118671622,1
12.627880152878424,13.019178271603502,1,0,0,-5.047069415469705,1
12.65470898653597,13.019178271603502,1,0,0,-5.047069415469705,1
12.483450562040073,12.934989881025823,0,1,0,-4.974942118671622,2
12.539024406829439,12.934989881025823,0,1,0,-4.974942118671622,2
12.600924970078486,13.065202375325736,0,1,0,-5.047069415469705,2
12.637978430968818,13.065202375325736,0,1,0,-5.047069415469705,2
12.650748851360776,13.22436204838963,0,0,1,-4.98636003860422,0
12.681340519294672,13.22436204838963,0,0,1,-4.98636003860422,0
12.701457674488202,13.28141630725893,0,0,1,-5.080303755694619,0
12.751786534010385,13.28141630725893,0,0,1,-5.080303755694619,0
12.664101740354328,13.103392564054984,1,0,0,-4.98636003860422,1
12.682999131410673,13.103392564054984,1,0,0,-4.98636003860422,1
12.718429096981335,13.16064711326992,1,0,0,-5.080303755694619,1
12.74349540858707,13.16064711326992,1,0,0,-5.080303755694619,1
12.657925033191459,13.166891137087308,0,1,0,-4.98636003860422,2
12.682207440706149,13.166891137087308,0,1,0,-4.98636003860422,2
12.710193844784618,13.226281853823172,0,1,0,-5.080303755694619,2
12.747643745801987,13.226281853823172,0,1,0,-5.080303755694619,2
12.778031937996834,13.324711392651551,0,0,1,-5.09866718401967,0
12.812659256562444,13.324711392651551,0,0,1,-5.09866718401967,0
12.839788242320692,13.374610481718802,0,0,1,-5.054356755079281,0
12.844446800242828,13.374610481718802,0,0,1,-5.054356755079281,0
12.760046835248954,13.18766036083664,1,0,0,-5.09866718401967,1
12.814152013700054,13.18766036083664,1,0,0,-5.09866718401967,1
12.83909023797428,13.207516695938638,1,0,0,-5.054356755079281,1
12.844106085186926,13.207516695938638,1,0,0,-5.054356755079281,1
12.76915669779192,13.264423546397602,0,1,0,-5.09866718401967,2
12.813405913671707,13.264423546397602,0,1,0,-5.09866718401967,2
12.839445936048767,13.301755648025706,0,1,0,-5.054356755079281,2
12.844283060208816,13.301755648025706,0,1,0,-5.054356755079281,2
12.894199746549724,13.354203404516966,0,0,1,-5.083814621976096,0
12.922237866635324,13.354203404516966,0,0,1,-5.083814621976096,0
12.975229025479697,13.44366976310477,0,0,1,-5.116238048453157,0
13.034820950341658,13.44366976310477,0,0,1,-5.116238048453157,0
12.87896609706285,13.27021425508306,1,0,0,-5.083814621976096,1
12.899149823640006,13.27021425508306,1,0,0,-5.083814621976096,1
12.936761245403058,13.355639421197091,1,0,0,-5.116238048453157,1
12.9902001912155,13.355639421197091,1,0,0,-5.116238048453157,1
12.886906831343452,13.317620902606556,0,1,0,-5.083814621976096,2
12.911299077302145,13.317620902606556,0,1,0,-5.083814621976096,2
12.95692489604194,13.405927482655716,0,1,0,-5.116238048453157,2
13.013940399414267,13.405927482655716,0,1,0,-5.116238048453157,2
11.539021969691502,13.024993077008052,0,0,1,-4.974942118671622,0
11.577101420388791,13.024993077008052,0,0,1,-4.974942118671622,0
11.592780462719666,13.069816666239117,0,0,1,-5.047069415469705,0
11.624547337357567,13.069816666239117,0,0,1,-5.047069415469705,0
11.311032633315564,12.784023595748312,1,0,0,-4.974942118671622,1
11.311032633315564,12.784023595748312,1,0,0,-4.974942118671622,1
11.311032633315564,12.784023595748312,1,0,0,-5.047069415469705,1
11.311032633315564,12.784023595748312,1,0,0,-5.047069415469705,1
11.33883394829629,12.795593916244501,0,1,0,-4.974942118671622,2
11.375087670235118,12.795593916244501,0,1,0,-4.974942118671622,2
11.422179851663483,12.851965731561423,0,1,0,-5.047069415469705,2
11.448877490161797,12.851965731561423,0,1,0,-5.047069415469705,2
11.641292294166258,13.105815208608474,0,0,1,-4.98636003860422,0
11.671696881303923,13.105815208608474,0,0,1,-4.98636003860422,0
11.69640468474707,13.20786010789587,0,0,1,-5.080303755694619,0
11.700433548451484,13.20786010789587,0,0,1,-5.080303755694619,0
11.311032633315564,12.784023595748312,1,0,0,-4.98636003860422,1
11.349653310693409,12.784023595748312,1,0,0,-4.98636003860422,1
11.382178762921987,12.784023595748312,1,0,0,-5.080303755694619,1
11.442223991797244,12.784023595748312,1,0,0,-5.080303755694619,1
11.483527549785668,12.866314329910557,0,1,0,-4.98636003860422,2
11.530077523787794,12.866314329910557,0,1,0,-4.98636003860422,2
11.560438623638913,13.010215434746287,0,1,0,-5.080303755694619,2
11.589265943226666,13.010215434746287,0,1,0,-5.080303755694619,2
11.770060697231688,13.2834136289224,0,0,1,-5.09866718401967,0
11.847302651362662,13.2834136289224,0,0,1,-5.09866718401967,0
11.85864056867262,13.368910906497554,0,0,1,-5.054356755079281,0
11.862532489912535,13.368910906497554,0,0,1,-5.054356755079281,0
11.490536696491818,12.81869283450339,1,0,0,-5.09866718401967,1
11.544104313451228,12.81869283450339,1,0,0,-5.09866718401967,1
11.590460415462946,12.875423936323632,1,0,0,-5.054356755079281,1
11.590737995338337,12.875423936323632,1,0,0,-5.054356755079281,1
11.651887087174618,13.097334758370113,0,1,0,-5.09866718401967,2
11.72006970719553,13.097334758370113,0,1,0,-5.09866718401967,2
11.744949468090375,13.173071700729665,0,1,0,-5.054356755079281,2
11.748945754098118,13.173071700729665,0,1,0,-5.054356755079281,2
11.885109518509731,13.395646277566959,0,0,1,-5.083814621976096,0
11.899037844562578,13.395646277566959,0,0,1,-5.083814621976096,0
11.929225001450996,13.413347990460583,0,0,1,-5.116238048453157,0
11.964879679144682,13.413347990460583,0,0,1,-5.116238048453157,0
11.632546809900251,12.855842486120551,1,0,0,-5.083814621976096,1
11.64410283906595,12.855842486120551,1,0,0,-5.083814621976096,1
11.685903506761031,12.909848144879298,1,0,0,-5.116238048453157,1
11.741542012082778,12.909848144879298,1,0,0,-5.116238048453157,1
11.780300232797648,13.189846309506347,0,1,0,-5.083814621976096,2
11.793975594623962,13.189846309506347,0,1,0,-5.083814621976096,2
11.829522928835697,13.222335401181258,0,1,0,-5.116238048453157,2
11.873414127430918,13.222335401181258,0,1,0,-5.116238048453157,2
12.8057906261335,13.675884056416592,0,0,1,-4.974942118671622,0
12.847660706900601,13.675884056416592,0,0,1,-4.974942118671622,0
12.895234394798868,13.782519281517532,0,0,1,-5.047069415469705,0
12.93322503905945,13.782519281517532,0,0,1,-5.047069415469705,0
12.712576945812604,13.43351048000709,1,0,0,-4.974942118671622,1
12.773197313984197,13.43351048000709,1,0,0,-4.974942118671622,1
12.841985232878008,13.512017481079397,1,0,0,-5.047069415469705,1
12.870583698053784,13.512017481079397,1,0,0,-5.047069415469705,1
12.759825566111502,13.560863439578688,0,1,0,-4.974942118671622,2
12.810768321705558,13.560863439578688,0,1,0,-4.974942118671622,2
12.869165175936315,13.657401888955047,0,1,0,-5.047069415469705,2
12.903791858403594,13.657401888955047,0,1,0,-5.047069415469705,2
12.961476057284218,13.859990494051274,0,0,1,-4.98636003860422,0
12.992015483494779,13.859990494051274,0,0,1,-4.98636003860422,0
13.01336068149768,13.938461550033395,0,0,1,-5.080303755694619,0
13.051492314648462,13.938461550033395,0,0,1,-5.080303755694619,0
12.889255345136839,13.552480772086529,1,0,0,-4.98636003860422,1
12.916956595480334,13.552480772086529,1,0,0,-4.98636003860422,1
12.951781440819273,13.66119436444038,1,0,0,-5.080303755694619,1
12.984234001666755,13.66119436444038,1,0,0,-5.080303755694619,1
12.927189988470547,13.720999858490366,0,1,0,-4.98636003860422,2
12.95677385610811,13.720999858490366,0,1,0,-4.98636003860422,2
12.985331006357566,13.817219097578876,0,1,0,-5.080303755694619,2
13.020715959658386,13.817219097578876,0,1,0,-5.080303755694619,2
13.089153999913918,13.997422030685248,0,0,1,-5.09866718401967,0
13.135356598719437,13.997422030685248,0,0,1,-5.09866718401967,0
13.158153211818151,14.064911156039907,0,0,1,-5.054356755079281,0
13.162602802263827,14.064911156039907,0,0,1,-5.054356755079281,0
13.007661589823728,13.713244139535826,1,0,0,-5.09866718401967,1
13.061649001560122,13.713244139535826,1,0,0,-5.09866718401967,1
13.091322557516943,13.748340310203412,1,0,0,-5.054356755079281,1
13.09528607369694,13.748340310203412,1,0,0,-5.054356755079281,1
13.052204826777361,13.877512113724858,0,1,0,-5.09866718401967,2
13.102407578377958,13.877512113724858,0,1,0,-5.09866718401967,2
13.128156564445092,13.932629373075024,0,1,0,-5.054356755079281,2
13.132782905098136,13.932629373075024,0,1,0,-5.054356755079281,2
13.205022965749233,14.068285918563687,0,0,1,-5.083814621976096,0
13.229311032889138,14.068285918563687,0,0,1,-5.083814621976096,0
13.267756478480948,14.121770979177247,0,0,1,-5.116238048453157,0
13.267756478480948,14.121770979177247,0,0,1,-5.116238048453157,0
13.131691732692573,13.77748672826015,1,0,0,-5.083814621976096,1
13.14995519786127,13.77748672826015,1,0,0,-5.083814621976096,1
13.188497499892742,13.85052918547835,1,0,0,-5.116238048453157,1
13.242426478401711,13.85052918547835,1,0,0,-5.116238048453157,1
13.172594407789198,13.948919318069736,0,1,0,-5.083814621976096,2
13.194334210359196,13.948919318069736,0,1,0,-5.083814621976096,2
13.237485097121088,14.011485975111428,0,1,0,-5.116238048453157,2
13.267756478480948,14.011485975111428,0,1,0,-5.116238048453157,2
12.572141825135745,13.141401006281466,0,0,1,-4.967434090271729,0
12.616050887445123,13.141401006281466,0,0,1,-4.967434090271729,0
12.651255138301698,13.277137291552155,0,0,1,-4.915198203838898,0
12.682831531564224,13.277137291552155,0,0,1,-4.915198203838898,0
12.590549023199854,13.012425736003388,1,0,0,-4.967434090271729,1
12.654900517668345,13.012425736003388,1,0,0,-4.967434090271729,1
12.714142475582365,13.13239885314742,1,0,0,-4.915198203838898,1
12.74203078511492,13.13239885314742,1,0,0,-4.915198203838898,1
12.583282301666705,13.06564275007482,0,1,0,-4.967434090271729,2
12.639655388446956,13.06564275007482,0,1,0,-4.967434090271729,2
12.697697101087199,13.194194616910927,0,1,0,-4.915198203838898,2
12.719970545020248,13.194194616910927,0,1,0,-4.915198203838898,2
12.728232790230926,13.368599823417886,0,0,1,-4.909449108806863,0
12.734760780489506,13.368599823417886,0,0,1,-4.909449108806863,0
12.785233324469399,13.405082153051165,0,0,1,-4.989283685041917,0
12.813988681727459,13.405082153051165,0,0,1,-4.989283685041917,0
12.773880500950277,13.207955581177195,1,0,0,-4.909449108806863,1
12.779230608603283,13.207955581177195,1,0,0,-4.909449108806863,1
12.818790376975084,13.23351827317048,1,0,0,-4.989283685041917,1
12.82268969210017,13.23351827317048,1,0,0,-4.989283685041917,1
12.75678318489508,13.277735025831685,0,1,0,-4.909449108806863,2
12.761192628175339,13.277735025831685,0,1,0,-4.909449108806863,2
12.805557288178102,13.312772144380903,0,1,0,-4.989283685041917,2
12.819112741344423,13.312772144380903,0,1,0,-4.989283685041917,2
12.854460402560141,13.405357980818822,0,0,1,-5.013948013673662,0
12.904518264541327,13.405357980818822,0,0,1,-5.013948013673662,0
12.9272483318114,13.456930944150086,0,0,1,-4.951335625009454,0
12.93138203264838,13.456930944150086,0,0,1,-4.951335625009454,0
12.85374640544072,13.237845100404213,1,0,0,-5.013948013673662,1
12.903971021265603,13.237845100404213,1,0,0,-5.013948013673662,1
12.937707097263655,13.299923617096573,1,0,0,-4.951335625009454,1
12.939449645309185,13.299923617096573,1,0,0,-4.951335625009454,1
12.85404985112104,13.319997102299888,0,1,0,-5.013948013673662,2
12.904217317800411,13.319997102299888,0,1,0,-5.013948013673662,2
12.93321778978468,13.376777662826424,0,1,0,-4.951335625009454,2
12.935913310026594,13.376777662826424,0,1,0,-4.951335625009454,2
12.957741060867614,13.484358543828057,0,0,1,-5.006373927434984,0
12.973884250538399,13.484358543828057,0,0,1,-5.006373927434984,0
13.0243689983583,13.536963963010678,0,0,1,-5.063485365335797,0
13.10281963659415,13.536963963010678,0,0,1,-5.063485365335797,0
12.990444398427673,13.337026269368947,1,0,0,-5.006373927434984,1
13.005141684165805,13.337026269368947,1,0,0,-5.006373927434984,1
13.062492346566872,13.425516651232686,1,0,0,-5.063485365335797,1
13.123956108334747,13.425516651232686,1,0,0,-5.063485365335797,1
12.97535877013776,13.412088361689992,0,1,0,-5.006373927434984,2
12.990679420076987,13.412088361689992,0,1,0,-5.006373927434984,2
13.04529008996882,13.481801300797443,0,1,0,-5.063485365335797,2
13.113978320869888,13.481801300797443,0,1,0,-5.063485365335797,2
11.677812588082588,13.268869483219694,0,0,1,-4.967434090271729,0
11.71165336533665,13.268869483219694,0,0,1,-4.967434090271729,0
11.770431794911948,13.322238301779183,0,0,1,-4.915198203838898,0
11.794390753201627,13.322238301779183,0,0,1,-4.915198203838898,0
11.311032633315564,12.784023595748312,1,0,0,-4.967434090271729,1
11.311032633315564,12.784023595748312,1,0,0,-4.967434090271729,1
11.311032633315564,12.784023595748312,1,0,0,-4.915198203838898,1
11.335042045060883,12.784023595748312,1,0,0,-4.915198203838898,1
11.436454703627318,12.95341440767078,0,1,0,-4.967434090271729,2
11.465770962376764,12.95341440767078,0,1,0,-4.967434090271729,2
11.494242011165694,13.012079651499496,0,1,0,-4.915198203838898,2
11.549430956782537,13.012079651499496,0,1,0,-4.915198203838898,2
11.81659406914929,13.346143526047454,0,0,1,-4.909449108806863,0
11.820608674425598,13.346143526047454,0,0,1,-4.909449108806863,0
11.843925614135546,13.467065937518013,0,0,1,-4.989283685041917,0
11.851096258227022,13.467065937518013,0,0,1,-4.989283685041917,0
11.36608301485746,12.792411039972514,1,0,0,-4.909449108806863,1
11.369574590074345,12.792411039972514,1,0,0,-4.909449108806863,1
11.420404391988814,12.93868329823659,1,0,0,-4.989283685041917,1
11.471082115711418,12.93868329823659,1,0,0,-4.989283685041917,1
11.577926379187641,13.059975076219374,0,1,0,-4.909449108806863,2
11.584026778796284,13.059975076219374,0,1,0,-4.909449108806863,2
11.629107219259637,13.20626325202052,0,1,0,-4.989283685041917,2
11.665019746144086,13.20626325202052,0,1,0,-4.989283685041917,2
11.874229677292623,13.472183279137596,0,0,1,-5.013948013673662,0
11.913331128982424,13.472183279137596,0,0,1,-5.013948013673662,0
11.926352128949086,13.532071471303738,0,0,1,-4.951335625009454,0
11.934650986423286,13.532071471303738,0,0,1,-4.951335625009454,0
11.530008711826282,12.9468402587713,1,0,0,-5.013948013673662,1
11.595003024005683,12.9468402587713,1,0,0,-5.013948013673662,1
11.627476617045872,13.007443987597494,1,0,0,-4.951335625009454,1
11.637397192481068,13.007443987597494,1,0,0,-4.951335625009454,1
11.706186961802517,13.22784168612428,0,1,0,-5.013948013673662,2
11.75742338019086,13.22784168612428,0,1,0,-5.013948013673662,2
11.779005892864248,13.288213352803432,0,1,0,-4.951335625009454,2
11.792766879642848,13.288213352803432,0,1,0,-4.951335625009454,2
11.962930447709274,13.546672483535781,0,0,1,-5.006373927434984,0
11.990990265492737,13.546672483535781,0,0,1,-5.006373927434984,0
12.03915582417324,13.568592878373805,0,0,1,-5.063485365335797,0
12.091346183788689,13.568592878373805,0,0,1,-5.063485365335797,0
11.678244969195118,13.056825957533492,1,0,0,-5.006373927434984,1
11.707932881571365,13.056825957533492,1,0,0,-5.006373927434984,1
11.755793209132168,13.07661049601813,1,0,0,-5.063485365335797,1
11.836102568834232,13.07661049601813,1,0,0,-5.063485365335797,1
11.828174065139814,13.327145789978342,0,1,0,-5.006373927434984,2
11.858201689647531,13.327145789978342,0,1,0,-5.006373927434984,2
11.905176990272142,13.348261531314828,0,1,0,-5.063485365335797,2
11.972695660793045,13.348261531314828,0,1,0,-5.063485365335797,2
12.914935682530121,13.90031115965674,0,0,1,-4.967434090271729,0
12.955930917674161,13.90031115965674,0,0,1,-4.967434090271729,0
12.997987657684593,13.993088381023657,0,0,1,-4.915198203838898,0
13.027338156995219,13.993088381023657,0,0,1,-4.915198203838898,0
12.820593198634882,13.550356806493,1,0,0,-4.967434090271729,1
12.876920534720329,13.550356806493,1,0,0,-4.967434090271729,1
12.933116294419547,13.641152408903396,1,0,0,-4.915198203838898,1
12.96106957947924,13.641152408903396,1,0,0,-4.915198203838898,1
12.85912413025111,13.70424821629802,0,1,0,-4.967434090271729,2
12.909041435787788,13.70424821629802,0,1,0,-4.967434090271729,2
12.960178509748742,13.800423315744945,0,1,0,-4.915198203838898,2
12.990147690288161,13.800423315744945,0,1,0,-4.915198203838898,2
13.066036382545693,14.05058109911484,0,0,1,-4.909449108806863,0
13.071840312629568,14.05058109911484,0,0,1,-4.909449108806863,0
13.114619470606359,14.129701397676723,0,0,1,-4.989283685041917,0
13.13736626908225,14.129701397676723,0,0,1,-4.989283685041917,0
12.992757982242045,13.71476161486367,1,0,0,-4.909449108806863,1
12.99774302044868,13.71476161486367,1,0,0,-4.909449108806863,1
13.039525099095325,13.790075820067026,1,0,0,-4.989283685041917,1
13.052865378361933,13.790075820067026,1,0,0,-4.989283685041917,1
13.024997486072206,13.867917032536795,0,1,0,-4.909449108806863,2
13.02980500789467,13.867917032536795,0,1,0,-4.909449108806863,2
13.07433842038921,13.9540813564265,0,1,0,-4.989283685041917,2
13.093208473584834,13.9540813564265,0,1,0,-4.989283685041917,2
13.173073601839627,14.132475909267622,0,0,1,-5.013948013673662,0
13.22015592812039,14.132475909267622,0,0,1,-5.013948013673662,0
13.240267294643129,14.188353295895137,0,0,1,-4.951335625009454,0
13.245522160028393,14.188353295895137,0,0,1,-4.951335625009454,0
13.089716211072083,13.79603717646075,1,0,0,-5.013948013673662,1
13.14306364092023,13.79603717646075,1,0,0,-5.013948013673662,1
13.176531435695644,13.857486126861684,1,0,0,-4.951335625009454,1
13.18001700194055,13.857486126861684,1,0,0,-4.951335625009454,1
13.12964281787051,13.968127776926893,0,1,0,-5.013948013673662,2
13.18006797539189,13.968127776926893,0,1,0,-5.013948013673662,2
13.207285239544174,14.026622822738135,0,1,0,-4.951335625009454,2
13.212644569384183,14.026622822738135,0,1,0,-4.951335625009454,2
